 * Serving Flask app 'app' (lazy loading)
 * Environment: production
   WARNING: This is a development server. Do not use it in a production deployment.
   Use a production WSGI server instead.
 * Debug mode: off
set remote count:  {'faas-router-f': 0, 'faas-router-g': 0, 'faas-router-h': 0, 'faas-router-hb': 0}
running f cloud {'faas-router-f': 2, 'faas-router-g': 4, 'faas-router-h': 2, 'faas-router-hb': 2}
local remote count update:  {'faas-router-f': 1, 'faas-router-g': 4, 'faas-router-h': 2, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 2, 'faas-router-g': 4, 'faas-router-h': 2, 'faas-router-hb': 2}
done f cloud
set remote count:  {'faas-router-f': 3, 'faas-router-g': 4, 'faas-router-h': 2, 'faas-router-hb': 2}
done f cloud
set remote count:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 2, 'faas-router-hb': 2}
done f cloud
set remote count:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 2, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 2, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 2, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 2, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 2, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 2, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 2, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 2, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 2, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 2, 'faas-router-hb': 2}
running f cloud {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 2, 'faas-router-hb': 2}
local remote count update:  {'faas-router-f': 3, 'faas-router-g': 4, 'faas-router-h': 2, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 3, 'faas-router-g': 4, 'faas-router-h': 2, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 2, 'faas-router-hb': 2}
done f cloud
set remote count:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 2, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 2, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 2, 'faas-router-hb': 2}
running f cloud {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 2, 'faas-router-hb': 2}
local remote count update:  {'faas-router-f': 3, 'faas-router-g': 4, 'faas-router-h': 2, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 2, 'faas-router-hb': 2}
done f cloud
set remote count:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 2, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 2, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 2, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 2, 'faas-router-hb': 2}
running f cloud {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 2, 'faas-router-hb': 2}
local remote count update:  {'faas-router-f': 3, 'faas-router-g': 4, 'faas-router-h': 2, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 3, 'faas-router-g': 4, 'faas-router-h': 2, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 2, 'faas-router-hb': 2}
done f cloud
set remote count:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 2, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 2, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 2, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 2, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 2, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 2, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 2, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 2, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 2, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 2, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 2, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 2, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 2, 'faas-router-hb': 2}
running f cloud {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 2, 'faas-router-hb': 2}
local remote count update:  {'faas-router-f': 3, 'faas-router-g': 4, 'faas-router-h': 2, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 3, 'faas-router-g': 4, 'faas-router-h': 2, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 2, 'faas-router-hb': 2}
done f cloud
set remote count:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 2, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 2, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 2, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 2, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 5, 'faas-router-g': 4, 'faas-router-h': 2, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 5, 'faas-router-g': 4, 'faas-router-h': 2, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 5, 'faas-router-g': 4, 'faas-router-h': 2, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 5, 'faas-router-g': 4, 'faas-router-h': 2, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 5, 'faas-router-g': 4, 'faas-router-h': 2, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 5, 'faas-router-g': 4, 'faas-router-h': 2, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 5, 'faas-router-g': 4, 'faas-router-h': 2, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 5, 'faas-router-g': 4, 'faas-router-h': 2, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 5, 'faas-router-g': 4, 'faas-router-h': 2, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 5, 'faas-router-g': 4, 'faas-router-h': 2, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 5, 'faas-router-g': 4, 'faas-router-h': 2, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 5, 'faas-router-g': 4, 'faas-router-h': 2, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 5, 'faas-router-g': 4, 'faas-router-h': 2, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 5, 'faas-router-g': 4, 'faas-router-h': 2, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 5, 'faas-router-g': 4, 'faas-router-h': 2, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 5, 'faas-router-g': 4, 'faas-router-h': 2, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 5, 'faas-router-g': 4, 'faas-router-h': 2, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 5, 'faas-router-g': 4, 'faas-router-h': 2, 'faas-router-hb': 2}
set remote count:  {'faas-router-f': 5, 'faas-router-g': 4, 'faas-router-h': 2, 'faas-router-hb': 1}
set remote count:  {'faas-router-f': 5, 'faas-router-g': 4, 'faas-router-h': 2, 'faas-router-hb': 1}
set remote count:  {'faas-router-f': 5, 'faas-router-g': 4, 'faas-router-h': 2, 'faas-router-hb': 1}
set remote count:  {'faas-router-f': 5, 'faas-router-g': 4, 'faas-router-h': 2, 'faas-router-hb': 1}
set remote count:  {'faas-router-f': 5, 'faas-router-g': 4, 'faas-router-h': 2, 'faas-router-hb': 1}
set remote count:  {'faas-router-f': 5, 'faas-router-g': 4, 'faas-router-h': 2, 'faas-router-hb': 1}
set remote count:  {'faas-router-f': 5, 'faas-router-g': 4, 'faas-router-h': 2, 'faas-router-hb': 1}
set remote count:  {'faas-router-f': 5, 'faas-router-g': 4, 'faas-router-h': 2, 'faas-router-hb': 1}
running f cloud {'faas-router-f': 5, 'faas-router-g': 4, 'faas-router-h': 2, 'faas-router-hb': 1}
local remote count update:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 2, 'faas-router-hb': 1}
set remote count:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 2, 'faas-router-hb': 1}
set remote count:  {'faas-router-f': 5, 'faas-router-g': 4, 'faas-router-h': 2, 'faas-router-hb': 1}
done f cloud
set remote count:  {'faas-router-f': 5, 'faas-router-g': 4, 'faas-router-h': 2, 'faas-router-hb': 1}
set remote count:  {'faas-router-f': 5, 'faas-router-g': 4, 'faas-router-h': 1, 'faas-router-hb': 1}
set remote count:  {'faas-router-f': 6, 'faas-router-g': 4, 'faas-router-h': 1, 'faas-router-hb': 1}
set remote count:  {'faas-router-f': 6, 'faas-router-g': 4, 'faas-router-h': 1, 'faas-router-hb': 1}
set remote count:  {'faas-router-f': 6, 'faas-router-g': 4, 'faas-router-h': 1, 'faas-router-hb': 1}
set remote count:  {'faas-router-f': 6, 'faas-router-g': 4, 'faas-router-h': 1, 'faas-router-hb': 1}
set remote count:  {'faas-router-f': 6, 'faas-router-g': 4, 'faas-router-h': 1, 'faas-router-hb': 1}
set remote count:  {'faas-router-f': 6, 'faas-router-g': 4, 'faas-router-h': 1, 'faas-router-hb': 1}
set remote count:  {'faas-router-f': 6, 'faas-router-g': 4, 'faas-router-h': 1, 'faas-router-hb': 1}
set remote count:  {'faas-router-f': 6, 'faas-router-g': 4, 'faas-router-h': 1, 'faas-router-hb': 1}
set remote count:  {'faas-router-f': 6, 'faas-router-g': 4, 'faas-router-h': 1, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 6, 'faas-router-g': 4, 'faas-router-h': 1, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 6, 'faas-router-g': 4, 'faas-router-h': 1, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 6, 'faas-router-g': 4, 'faas-router-h': 1, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 6, 'faas-router-g': 4, 'faas-router-h': 1, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 6, 'faas-router-g': 4, 'faas-router-h': 1, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 6, 'faas-router-g': 4, 'faas-router-h': 1, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 6, 'faas-router-g': 4, 'faas-router-h': 1, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 6, 'faas-router-g': 4, 'faas-router-h': 1, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 6, 'faas-router-g': 4, 'faas-router-h': 1, 'faas-router-hb': 0}
running f cloud {'faas-router-f': 6, 'faas-router-g': 4, 'faas-router-h': 1, 'faas-router-hb': 0}
local remote count update:  {'faas-router-f': 5, 'faas-router-g': 4, 'faas-router-h': 1, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 5, 'faas-router-g': 4, 'faas-router-h': 1, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 6, 'faas-router-g': 4, 'faas-router-h': 1, 'faas-router-hb': 0}
done f cloud
set remote count:  {'faas-router-f': 6, 'faas-router-g': 4, 'faas-router-h': 1, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 6, 'faas-router-g': 4, 'faas-router-h': 1, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 6, 'faas-router-g': 4, 'faas-router-h': 1, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 6, 'faas-router-g': 4, 'faas-router-h': 1, 'faas-router-hb': 0}
running f cloud {'faas-router-f': 6, 'faas-router-g': 4, 'faas-router-h': 1, 'faas-router-hb': 0}
local remote count update:  {'faas-router-f': 5, 'faas-router-g': 4, 'faas-router-h': 1, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 5, 'faas-router-g': 4, 'faas-router-h': 1, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 6, 'faas-router-g': 4, 'faas-router-h': 1, 'faas-router-hb': 0}
done f cloud
set remote count:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 1, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 1, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 1, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 1, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 1, 'faas-router-hb': 0}
running f cloud {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 1, 'faas-router-hb': 0}
local remote count update:  {'faas-router-f': 3, 'faas-router-g': 4, 'faas-router-h': 1, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 1, 'faas-router-hb': 0}
done f cloud
set remote count:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 1, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 1, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 1, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 1, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 1, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 1, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 1, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 1, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 1, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 0, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 0, 'faas-router-hb': 0}
running f cloud {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 0, 'faas-router-hb': 0}
local remote count update:  {'faas-router-f': 3, 'faas-router-g': 4, 'faas-router-h': 0, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 0, 'faas-router-hb': 0}
done f cloud
set remote count:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 0, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 0, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 0, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 0, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 0, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 0, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 0, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 0, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 0, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 0, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 0, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 0, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 0, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 0, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 0, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 0, 'faas-router-hb': 0}
running f cloud {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 0, 'faas-router-hb': 0}
local remote count update:  {'faas-router-f': 3, 'faas-router-g': 4, 'faas-router-h': 0, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 0, 'faas-router-hb': 0}
done f cloud
set remote count:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 0, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 0, 'faas-router-hb': 0}
running f cloud {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 0, 'faas-router-hb': 0}
local remote count update:  {'faas-router-f': 3, 'faas-router-g': 4, 'faas-router-h': 0, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 0, 'faas-router-hb': 0}
done f cloud
running f cloud {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 0, 'faas-router-hb': 0}
local remote count update:  {'faas-router-f': 3, 'faas-router-g': 4, 'faas-router-h': 0, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 0, 'faas-router-hb': 0}
done f cloud
set remote count:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 0, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 0, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 0, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 0, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 0, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 0, 'faas-router-hb': 0}
running f cloud {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 0, 'faas-router-hb': 0}
local remote count update:  {'faas-router-f': 3, 'faas-router-g': 4, 'faas-router-h': 0, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 0, 'faas-router-hb': 0}
done f cloud
set remote count:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 0, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 0, 'faas-router-hb': 0}
running f cloud {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 0, 'faas-router-hb': 0}
local remote count update:  {'faas-router-f': 3, 'faas-router-g': 4, 'faas-router-h': 0, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 3, 'faas-router-g': 4, 'faas-router-h': 0, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 0, 'faas-router-hb': 0}
done f cloud
set remote count:  {'faas-router-f': 4, 'faas-router-g': 4, 'faas-router-h': 0, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 5, 'faas-router-g': 3, 'faas-router-h': 0, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 5, 'faas-router-g': 3, 'faas-router-h': 0, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 5, 'faas-router-g': 3, 'faas-router-h': 0, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 5, 'faas-router-g': 3, 'faas-router-h': 0, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 4, 'faas-router-g': 3, 'faas-router-h': 0, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 4, 'faas-router-g': 3, 'faas-router-h': 0, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 4, 'faas-router-g': 3, 'faas-router-h': 0, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 4, 'faas-router-g': 3, 'faas-router-h': 0, 'faas-router-hb': 0}
running f cloud {'faas-router-f': 4, 'faas-router-g': 3, 'faas-router-h': 0, 'faas-router-hb': 0}
local remote count update:  {'faas-router-f': 3, 'faas-router-g': 3, 'faas-router-h': 0, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 4, 'faas-router-g': 3, 'faas-router-h': 0, 'faas-router-hb': 0}
done f cloud
set remote count:  {'faas-router-f': 4, 'faas-router-g': 3, 'faas-router-h': 0, 'faas-router-hb': 0}
set remote count:  {'faas-router-f': 4, 'faas-router-g': 3, 'faas-router-h': 0, 'faas-router-hb': 0}
